40.4903623	106.8274017
40.4787595	106.8190159
40.3079034	106.8809084
40.2994911	106.8858444
40.5085539	-106.9107648
40.4726225	-106.818854
40.4903623	-106.8274017
40.4787595	-106.8190159
40.3079034	-106.8809084
40.2994911	-106.8858444
40.4726225	-106.818854
40.4832279	-106.8284388
40.4763635	-106.8199775
40.4778922	-106.8137005
40.4808233	-106.8102536
40.4447499	-106.8026012
40.5323894	-106.8238027
40.5014919	-106.849451
40.4443313	-106.8020356
40.4743712	-106.8288306
40.4873884	-106.829329
40.5082117	-106.9051733
40.5104033	-106.9111674
40.5094701	-106.9048467
40.5060015	-106.9086607
40.4671313	-106.8017366
40.360794	-106.874273
40.444648	-106.8040773
40.4426829	-106.8070561
40.4672977	-106.821184
40.4485584	-106.7964757
40.4800724	-106.8250971
40.5029068	-106.9050279
40.476476	-106.8172849
40.5068845	-106.910153
40.4956204	-106.8446552
40.4853484	-106.8443254
40.5018827	-106.8479729
40.4745672	-106.8184137
40.5037891	-106.9043302
40.3269988	-106.8829168
40.5394757	-106.8891554
40.4420312	-106.8064399
40.4833357	-106.8207118
40.47836	-106.8139255
40.5018827	-106.8479729
40.4803633	-106.8206917
40.5695231	-106.910983
40.33195	-106.858482
40.4849769	-106.8317158
40.4735212	-106.8228686
40.4887402	-106.8449136
40.5117986	-106.9047646
40.5455207	-106.8712197
40.3079034	-106.8809084
40.647712	-106.9860154
40.5717526	-106.9123406
40.4956204	-106.8446552
40.4877325	-106.8354964
40.4645519	-106.8103942
40.5129128	-106.9019765
40.4453077	-106.8042644
40.4481257	-106.799752
40.4690388	-106.8214443
